t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1671452530,3,2628.964830,2236.514533,1873.676882,307.229667,2192.283163,2628.964830,2628.964830,2628.964830,2628.964830,2628.964830,0.301129,0.400000,0.400000,0.400000,calls/second,milliseconds
